iter	Passed	Remaining
1663	128954	26038
1664	129016	25958
1665	129076	25877
1666	129144	25797
1667	129206	25717
1668	129265	25636
1669	129324	25555
1670	129391	25475
1671	129449	25394
1672	129508	25313
1673	129561	25231
1674	129634	25152
1675	129695	25072
1676	129758	24992
1677	129822	24912
1678	129899	24834
1679	129961	24754
1680	130024	24674
1681	130083	24593
1682	130159	24515
1683	130219	24435
1684	130272	24353
1685	130336	24273
1686	130402	24194
1687	130473	24116
1688	130528	24034
1689	130586	23953
1690	130653	23874
1691	130711	23793
1692	130770	23713
1693	130827	23632
1694	130897	23553
1695	130975	23476
1696	131062	23401
1697	131143	23324
1698	131217	23246
1699	131290	23168
1700	131352	23088
1701	131420	23010
1702	131479	22929
1703	131543	22850
1704	131604	22770
1705	131676	22692
1706	131735	22611
1707	131797	22532
1708	131852	22451
1709	131926	22373
1710	131989	22294
1711	132054	22214
1712	132119	22135
1713	132190	22057
1714	132249	21977
1715	132314	21898
1716	132381	21819
1717	132448	21740
1718	132523	21663
1719	132597	21585
1720	132669	21507
1721	132738	21429
1722	132801	21349
1723	132856	21269
1724	132933	21192
1725	132996	21113
1726	133055	21033
1727	133120	20954
1728	133187	20875
1729	133251	20796
1730	133311	20716
1731	133375	20637
1732	133443	20559
1733	133502	20479
1734	133558	20399
1735	133617	20319
1736	133695	20242
1737	133766	20165
1738	133824	20085
1739	133890	20006
1740	133970	19930
1741	134037	19851
1742	134100	19772
1743	134156	19692
1744	134225	19614
1745	134283	19534
1746	134343	19455
1747	134408	19377
1748	134477	19298
1749	134535	19219
1750	134594	19139
1751	134651	19060
1752	134718	18982
1753	134785	18903
1754	134842	18824
1755	134901	18744
1756	134972	18667
1757	135026	18587
1758	135089	18508
1759	135159	18430
1760	135248	18355
1761	135313	18277
1762	135379	18199
1763	135436	18119
1764	135509	18042
1765	135569	17963
1766	135629	17884
1767	135686	17804
1768	135752	17726
1769	135819	17648
1770	135878	17569
1771	135935	17490
1772	136011	17413
1773	136077	17335
1774	136138	17256
1775	136196	17177
1776	136266	17100
1777	136326	17021
1778	136389	16943
1779	136440	16863
1780	136521	16787
1781	136582	16708
1782	136657	16631
1783	136723	16553
1784	136802	16477
1785	136861	16398
1786	136916	16319
1787	136973	16240
1788	137041	16163
1789	137109	16085
1790	137164	16006
1791	137219	15927
1792	137282	15849
1793	137348	15771
1794	137406	15692
1795	137468	15614
1796	137531	15536
1797	137591	15458
1798	137651	15379
1799	137709	15301
1800	137777	15223
1801	137838	15145
1802	137895	15066
1803	137955	14988
1804	138018	14910
1805	138089	14833
1806	138156	14756
1807	138227	14678
1808	138313	14603
1809	138387	14526
1810	138468	14450
1811	138547	14374
1812	138618	14297
1813	138689	14220
1814	138762	14143
1815	138821	14065
1816	138886	13987
1817	138958	13911
1818	139026	13833
1819	139099	13757
1820	139161	13679
1821	139232	13602
1822	139289	13524
1823	139349	13445
1824	139402	13367
1825	139476	13290
1826	139543	13213
1827	139601	13135
1828	139661	13057
1829	139736	12981
1830	139859	12908
1831	140011	12839
1832	140147	12768
1833	140221	12691
1834	140300	12615
1835	140368	12538
1836	140444	12461
1837	140524	12385
1838	140584	12307
1839	140639	12229
1840	140716	12153
1841	140774	12075
1842	140831	11997
1843	140894	11919
1844	141020	11847
1845	141082	11769
1846	141145	11692
1847	141219	11615
1848	141304	11539
1849	141375	11462
1850	141449	11386
1851	141513	11308
1852	141590	11232
1853	141650	11154
1854	141710	11077
1855	141780	11000
1856	141843	10922
1857	141900	10844
1858	141962	10767
1859	142044	10691
1860	142114	10614
1861	142175	10537
1862	142237	10459
1863	142313	10383
1864	142383	10306
1865	142441	10228
1866	142503	10151
1867	142592	10076
1868	142656	9998
1869	142724	9921
1870	142793	9845
1871	142872	9769
1872	142930	9691
1873	142985	9613
1874	143042	9536
1875	143125	9460
1876	143189	9383
1877	143246	9305
1878	143307	9228
1879	143383	9152
1880	143445	9074
1881	143507	8997
1882	143573	8920
1883	143646	8844
1884	143715	8767
1885	143779	8690
1886	143834	8613
1887	143918	8537
1888	143982	8460
1889	144048	8383
1890	144129	8307
1891	144221	8232
1892	144292	8155
1893	144365	8079
1894	144435	8003
1895	144504	7926
1896	144560	7849
1897	144633	7772
1898	144699	7695
1899	144759	7618
1900	144821	7541
1901	144904	7466
1902	144964	7389
1903	145018	7311
1904	145080	7234
1905	145157	7158
1906	145223	7082
1907	145304	7006
1908	145373	6929
1909	145488	6855
1910	145564	6779
1911	145642	6703
1912	145705	6626
1913	145766	6549
1914	145824	6472
1915	145910	6396
1916	145972	6320
1917	146033	6243
1918	146093	6166
1919	146177	6090
1920	146242	6014
1921	146307	5937
1922	146372	5861
1923	146458	5785
1924	146532	5709
1925	146595	5632
1926	146668	5556
1927	146756	5480
1928	146833	5404
1929	146897	5327
1930	146958	5251
1931	147040	5175
1932	147109	5098
1933	147178	5022
1934	147249	4946
1935	147329	4870
1936	147393	4793
1937	147459	4717
1938	147556	4642
1939	147623	4565
1940	147699	4489
1941	147761	4413
1942	147825	4336
1943	147881	4259
1944	147964	4184
1945	148025	4107
1946	148097	4031
1947	148169	3955
1948	148258	3879
1949	148325	3803
1950	148380	3726
1951	148442	3650
1952	148520	3574
1953	148589	3498
1954	148648	3421
1955	148701	3345
1956	148776	3268
1957	148839	3192
1958	148894	3116
1959	148952	3039
1960	149030	2963
1961	149100	2887
1962	149163	2811
1963	149218	2735
1964	149302	2659
1965	149369	2583
1966	149438	2507
1967	149507	2431
1968	149584	2355
1969	149645	2278
1970	149704	2202
1971	149766	2126
1972	149828	2050
1973	149890	1974
1974	149951	1898
1975	150008	1821
1976	150084	1746
1977	150146	1669
1978	150205	1593
1979	150265	1517
1980	150339	1441
1981	150398	1365
1982	150470	1289
1983	150531	1213
1984	150610	1138
1985	150676	1062
1986	150742	986
1987	150808	910
1988	150883	834
1989	150947	758
1990	151012	682
1991	151074	606
1992	151144	530
1993	151204	454
1994	151259	379
1995	151319	303
1996	151392	227
1997	151453	151
1998	151505	75
1999	151561	0
